Identifier,Title,ShortTitle,ValueType
HO-SHCSgoodhomeMale,Percentage of adults rating the condition of their house/flat as good - Male Highest Income Householder,% adults rating the condition of their house/flat as good  - Male HIH,count
HO-SHCSgoodhomNoDis,Percentage of adults rating the condition of their house/flat as good - Housholder with disability or long term sick,% adults rating the condition of their house/flat as good - Any disability or long term sick,count
HO-SHQSFail,Percentage of dwellings that fail the Scottish Housing Quality Standard,% of dwellings that fail the SHQS,count
HO-SHQSFailCount,Number of dwellings that fail the Scottish Housing Quality Standard,Number of dwellings that fail the SHQS,count
HO-SHQSFailPriCount,Number of private sector dwellings that fail the Scottish Housing Quality Standard,Number of private sector dwellings that fail the SHQS,count
HO-SHQSFailPrivate,Percentage of private sector dwellings that fail the Scottish Housing Quality Standard,% of private sector dwellings that fail the SHQS,count
HO-SHQSFailSocCount,Number of social sector dwellings that fail the Scottish Housing Quality Standard,number of social sector dwellings that fail the SHQS,count
HO-SHQSFailSocial,Percentage of social sector dwellings that fail the Scottish Housing Quality Standard,% of social sector dwellings that fail the SHQS,count
HO-SHQSPass,Percentage of dwellings that pass the Scottish Housing Quality Standard,% of dwellings that pass the SHQS,count
HO-SHQSPassCount,Number of dwellings that pass the Scottish Housing Quality Standard,Number of dwellings that pass the SHQS,count
HO-SHQSPassPriCount,Number of private sector dwellings that pass the Scottish Housing Quality Standard,Number of private sector dwellings that pass the SHQS,count
HO-SHQSPassPrivate,Percentage of private sector dwellings that pass the Scottish Housing Quality Standard,% of private sector dwellings that pass the SHQS,count
HO-SHQSPassSocCount,Number of social sector dwellings that pass the Scottish Housing Quality Standard,Number of social sector dwellings that pass the SHQS,count
HO-SHQSPassSocial,Percentage of social sector dwellings that pass the Scottish Housing Quality Standard,% of social sector dwellings that pass the SHQS,count
HO-SIMDheating,SIMD - Persons in households without central heating,SIMD - Persons without central heating,count
HO-SIMDovercrowd,SIMD - Persons in households that are overcrowded,SIMD - Persons in overcrowded households,count
HO-social,Total Number of Households - Other Social Rented,Other Social,count
HO-socialpeop,Total Number of People - Other Social Rented,Other Social,count
HO-TEMP_ACCOMM,Homeless households in temp accommodation as % of all households,Homeless temporary accommodation %,ratio
HO-Temp_pcStock,Percentage of local authority dwellings used as temporary accommodation for homeless,LA dwellings: % homeless temp. accom.,ratio
HO-temp_pcVacant,percentage of all vacant LA dwellings that are usually used as temporary accommodation for homeless,Vacant LA dwellings: % temp. accom.,ratio
HO-TempAccom,Number of local authority dwellings used as temporary accommodation for homeless,Temp. accom. for homeless,count
HO-Terraced,Number of Terraced Dwellings,Terraced Dwellings,count
HO-vacant,Number of Household Spaces - Vacant,Vacant Spaces,count
HO-vacant_letstock,Percentage of all LA normal letting stock that are vacant (management voids),Letting Stock: % vacant,count
HO-vacant_pcLetstk,Percentage of all LA normal letting stock that are vacant (management voids),Letting Stock: % vacant,ratio
HO-vacant_pcStock,Local authority dwellings vacant at 31st of March as a percentage of all stock,LA dwellings: % vacant,ratio
HO-vacantdwel,Local authority dwellings vacant at 31st of March,All vacant LA dwellings,count
HS-a1,Emergency hospital admissions - males - all ages - number,Emergency admissions - males - all ages - number,count
HS-a12,Emergency hospital admissions - both sexes - aged 65 and over - number,Emergency admissions - both sexes - aged 65 and over - number,count
HS-a13,Elective (planned) hospital admissions - males - all ages - number,Elective hospital admissions - males - all ages - number,count
HS-a17,Elective (planned) hospital admissions - females - all ages - number,Elective hospital admissions - females - all ages - number,count
HS-a21,Elective (planned) hospital admissions - both sexes - all ages - number,Elective hospital admissions - both sexes - all ages - number,count
HS-a25,Hospital admissions with a diagnosis of Coronary Heart Disease - males - all ages - number,Coronary Heart Disease Admissions - males - all ages - number,count
HS-a29,Hospital admissions with a diagnosis of Coronary Heart Disease - females - all ages - number,Coronary Heart Disease Admissions - females - all ages - number,count
HS-a33,Hospital admissions with a diagnosis of Coronary Heart Disease - both sexes - all ages - number,Coronary Heart Disease Admissions - both sexes - all ages - number,count
HS-a37,Hospital admissions with a diagnosis of Cerebrovascular Disease - males - all ages - number,Cerebrovascular Disease Admissions - males - all ages - number,count
HS-a4,Emergency hospital admissions - males - aged 65 and over - number,Emergency admissions - males - aged 65 and over - number,count
HS-a41,Hospital admissions with a diagnosis of Cerebrovascular Disease - females - all ages - number,Cerebrovascular Disease Admissions - females - all ages - number,count
HS-a45,Hospital admissions with a diagnosis of Cerebrovascular Disease - both sexes - all ages - number,Cerebrovascular Disease Admissions - both sexes - all ages - number,count
HS-a49,Hospital admissions with a diagnosis of Cancer - males - all ages - number,Cancer Admissions - males - all ages - number,count
HS-a5,Emergency hospital admissions - females - all ages - number,Emergency admissions - females - all ages - number,count
HS-a53,Hospital admissions with a diagnosis of Cancer - females - all ages - number,Cancer Admissions - females - all ages - number,count
HS-a57,Hospital admissions with a diagnosis of Cancer - both sexes - all ages - number,Cancer Admissions - both sexes - all ages - number,count
HS-a61,Hospital admissions with a diagnosis of Respiratory disease - males - all ages - number,Respiratory Disease Admissions - males - all ages - number,count
HS-a65,Hospital admissions with a diagnosis of Respiratory disease - females - all ages - number,Respiratory Disease Admissions - females - all ages - number,count
HS-a69,Hospital admissions with a diagnosis of Respiratory disease - both sexes - all ages - number,Respiratory Disease Admissions - both sexes - all ages - number,count
HS-a73,Hospital admissions with a diagnosis of Disease of the Digestive System - males - all ages - number,Disease of the Digestive System Admissions - males - all ages - number,count
HS-a77,Hospital admissions with a diagnosis of Disease of the Digestive System - females - all ages - number,Disease of the Digestive System Admissions - females - all ages - number,count
HS-a8,Emergency hospital admissions - females - aged 65 and over - number,Emergency admissions - females - aged 65 and over - number,count
HS-a81,Hospital admissions with a diagnosis of Disease of the Digestive System - both sexes - all ages - number,Disease of the Digestive System Admissions - both sexes - all ages - number,count
HS-a85,Hospital admissions with a diagnosis of Accidents - males - all ages - number,Admissions for Accidents - males - all ages - number,count
HS-a89,Hospital admissions with a diagnosis of Accidents - females - all ages - number,Admissions for Accidents - females - all ages - number,count
HS-a9,Emergency hospital admissions - both sexes - all ages - number,Emergency admissions - both sexes - all ages - number,count
HS-a93,Hospital admissions with a diagnosis of Accidents - both sexes - all ages - number,Admissions for Accidents - both sexes - all ages - number,count
HS-age2,Number of children in the 24 month cohort,Number in 24 month cohort,count
HS-age5,Number of children in the 5 year cohort,Number in 5 year cohort,count
HS-AlcAdm,"The number of general acute inpatient and day case discharges per 100,000 population with an alcohol-related diagnosis","No. of discharges per 100,000 population with an alcohol-related diagnosis",count
HS-alch_adm,Hospital admissions for alcohol misuse - number,Hospital admissions for alcohol misuse - number,count
HS-alch_rate,Hospital admissions for alcohol misuse - rate per 100000 population,Hospital admissions for alcohol misuse - rate per 100000 population,ratio
HS-all_smoke,Modelled estimates of smoking prevalence in persons aged 16+,Modelled estimates of smoking prevalence in persons aged 16+,count
HS-asmoke_pcent,Modelled estimates of smoking prevalence in persons aged 16+ as a percentage of population 16+,Modelled estimates of smoking prevalence in persons aged 16+ as a % of pop 16+,ratio
HS-Avlistsize,The average number of registered patients per contracted GP,The average number of registered patients per contracted GP,count
HS-bf_6to8wk,Number of babies breastfed at the 6 to 8 week review,Number breastfed at the 6 to 8 week review,count
HS-bf_fv,Number of babies breastfed at the First Visit,Number breastfed at the First Visit,count
HS-c10ct,Number of colorectal cancer registrations,Colorectal cancer registrations,count
HS-c1ct,Number of cancer registrations in females - all cancers combined,All cancers combined-females,count
HS-c2ct,Number of cancer registrations in males - all cancers combined,All cancers combined-males,count
HS-c3ct,Number of cancer registrations in all persons - all cancers combined,All cancers combined-persons,count
HS-c7ct,Number of female breast cancer registrations,Female breast cancer registrations,count
HS-c8ct,Number of lung cancer registrations,Lung cancer registrations,count
HS-c9ct,Number of prostate cancer registrations,Prostate cancer registrations,count
HS-chd_1y_simd,&lt;75 CHD deaths in deprived areas (15%MD),CHD deaths 15%MD - single years,count
HS-chd_3y_simd,&lt;75 CHD deaths in deprived areas (15%MD),CHD deaths 15%MD - 3 year periods,count
HS-Child_dental,Percentage of P1 children in Scotland with no obvious decay experience,Child dental health,count
HS-d1,Number of new individuals reported to the Scottish Drug Misuse Database - males - all ages; year ending 31 March.,Number of new individuals reported to the Scottish Drug Misuse Database - males - all ages; year ending 31 March.,count
HS-d16,Number of new individuals reporting use of heroin; year ending 31 March 2008.,Number of new individuals reporting use of heroin; year ending 31 March 2008.,count
HS-d17,Number of new individuals reporting illicit use of methadone; year ending 31 March 2008.,Number of new individuals reporting illicit use of methadone; year ending 31 March 2008.,count
HS-d18,Number of new individuals reporting use of cannabis; year ending 31 March 2008.,Number of new individuals reporting use of cannabis; year ending 31 March 2008.,count
HS-d19,Number of new individuals reporting use of amphetamines; year ending 31 March 2008.,Number of new individuals reporting use of amphetamines; year ending 31 March 2008.,count
HS-d2,Number of new individuals reported to the Scottish Drug Misuse Database - males - under 25 years; year ending 31 March.,Number of new individuals reported to the Scottish Drug Misuse Database - males - under 25 years; year ending 31 March.,count
HS-d20,Number of new individuals reporting use of other drugs; year ending 31 March 2008.,Number of new individuals reporting use of other drugs; year ending 31 March 2008.,count
HS-d21,Number of new individuals reporting injecting in past month; year ending 31 March 2008.,Number of new individuals reporting injecting in past month; year ending 31 March 2008.,count
HS-d3,Number of new individuals reported to the Scottish Drug Misuse Database - males - 25 years and over; year ending 31 March.,Number of new individuals reported to the Scottish Drug Misuse Database - males - 25 years and over; year ending 31 March.,count
HS-d4,Number of new individuals reported to the Scottish Drug Misuse Database - females - all ages; year ending 31 March.,Number of new individuals reported to the Scottish Drug Misuse Database - females - all ages; year ending 31 March.,count
HS-d5,Number of new individuals reported to the Scottish Drug Misuse Database - females - under 25 years; year ending 31 March.,Number of new individuals reported to the Scottish Drug Misuse Database - females - under 25 years; year ending 31 March.,count
HS-d6,Number of new individuals reported to the Scotttish Drug Misuse Database - females - 25 years and over; year ending 31 March.,Number of new individuals reported to the Scotttish Drug Misuse Database - females - 25 years and over; year ending 31 March.,count
HS-d7,Number of new individuals reported to the Scotttish Drug Misuse Database - both sexes - all ages; year ending 31 March.,Number of new individuals reported to the Scotttish Drug Misuse Database - both sexes - all ages; year ending 31 March.,count
HS-d8,Number of new individuals reported to the Scotttish Drug Misuse Database - both sexes - under 25 years; year ending 31 March.,Number of new individuals reported to the Scotttish Drug Misuse Database - both sexes - under 25 years; year ending 31 March.,count
HS-d9,Number of new individuals reported to the Scotttish Drug Misuse Database - both sexes - 25 years and over; year ending 31 March.,Number of new individuals reported to the Scotttish Drug Misuse Database - both sexes - 25 years and over; year ending 31 March.,count
HS-DLA_11to15,Total number of Disability Living Allowance claimants aged 11 to 15,No. of DLA claimants aged 11 to 15,count
HS-DLA_16to17,Total number of Disability Living Allowance claimants aged 16 and 17,No. of DLA claimants aged 16 and 17,count
